CVE-2014-8799	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/dukapress/CVE-2014-8799	8097
CVE-2015-2755	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/ab-google-map-travel/CVE-2015-2755	8098
CVE-2021-24340	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/wp-statistics/CVE-2021-24340	8101
CVE-2021-24731	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/pie-register/CVE-2021-24731	8102
CVE-2021-24931	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/secure-copy-content-protection/CVE-2021-24931	8089
CVE-2021-25032	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/capability-manager-enhanced/CVE-2021-25032	8093
CVE-2021-25052	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/button-generation/CVE-2021-25052	8203
CVE-2021-4436	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/3dprint-lite/CVE-2021-4436	8095
CVE-2022-0148	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/mystickyelements/CVE-2022-0148	8110
CVE-2022-0169	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/photo-gallery/CVE-2022-0169	8103
CVE-2022-0188	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/cmp-coming-soon-maintenance/CVE-2022-0188	8186
CVE-2022-0201	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/permalink-manager/CVE-2022-0201	8091
CVE-2022-0220	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/check-email/CVE-2022-0220	8187
CVE-2022-0234	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/peepso-core/CVE-2022-0234	8188
CVE-2022-0250	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/wpcf7-redirect/CVE-2022-0250	8204
CVE-2022-0271	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/learnpress/CVE-2022-0271	8092
CVE-2022-0412	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/ti-woocommerce-wishlist/CVE-2022-0412	8205
CVE-2022-0533	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/dynamic-featured-image/CVE-2022-0533	8190
CVE-2022-0591	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/formidable/CVE-2022-0591	8191
CVE-2022-0592	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/caldera-forms/CVE-2022-0592	8192
CVE-2022-0651	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/wp-statistics/CVE-2022-0651	8193
CVE-2022-0653	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/profile-builder/CVE-2022-0653	8194
CVE-2022-0783	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/cool-timeline/CVE-2022-0783	8195
CVE-2022-0786	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/kivicare-clinic-management-system/CVE-2022-0786	8160
CVE-2022-0867	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/arprice-responsive-pricing-table/CVE-2022-0867	8196
CVE-2022-0952	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/sitemap-by-click5/CVE-2022-0952	8094
CVE-2022-1029	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/updraft-backup-post-email/CVE-2022-1029	8197
CVE-2022-1119	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/simple-file-list/CVE-2022-1119	8137
CVE-2022-1221	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/wpcargo-track-and-trace/CVE-2022-1221	8198
CVE-2022-1390	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/additional-order-filters-for-woocommerce/CVE-2022-1390	8199
CVE-2022-1580	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/site-offline-or-coming-soon-or-maintenance-mode/CVE-2022-1580	8200
CVE-2022-1724	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/simple-membership/CVE-2022-1724	8111
CVE-2022-3982	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/booking-calendar/CVE-2022-3982	8108
CVE-2022-4059	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/cryptocurrency-widgets-pack/CVE-2022-4059	8104
CVE-2023-0037	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/wd-google-maps/CVE-2023-0037	8207
CVE-2023-0159	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/extensive-vc-addon/CVE-2023-0159	8134
CVE-2023-0600	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/wp-stats-manager/CVE-2023-0600	8133
CVE-2023-1020	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/wp-shoutbox-live-chat/CVE-2023-1020	8135
CVE-2023-1893	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/login-configurator/CVE-2023-1893	8131
CVE-2023-23488	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/paid-member-subscriptions/CVE-2023-23488	8090
CVE-2023-23489	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/easy-digital-downloads/CVE-2023-23489	8150
CVE-2023-2732	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/mstore-api/CVE-2023-2732	8138
CVE-2023-2734	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/mstore-api/CVE-2023-2734	8210
CVE-2023-28662	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/gift-cards-woocommerce/CVE-2023-28662	8151
CVE-2023-28787	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/quiz-master-next/CVE-2023-28787	8152
CVE-2023-3077	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/mstore-api/CVE-2023-3077	8211
CVE-2023-32590	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/subscribe-to-category/CVE-2023-32590	8153
CVE-2023-3452	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/canto/CVE-2023-3452	8154
CVE-2023-3460	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/ultimate-member/CVE-2023-3460	8130
CVE-2023-4490	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/job-portal/CVE-2023-4490	8155
CVE-2023-4521	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/import-xml-feed/CVE-2023-4521	8156
CVE-2023-4596	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/forminator/CVE-2023-4596	8157
CVE-2023-48777	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/elementor/CVE-2023-48777	8139
CVE-2023-5360	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/royal-elementor-addons/CVE-2023-5360	8140
CVE-2023-5559	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/tenweb-speed-optimizer/CVE-2023-5559	8158
CVE-2023-5652	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/wp-hotel-booking/CVE-2023-5652	8159
CVE-2023-6360	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/my-calendar/CVE-2023-6360	8105
CVE-2023-6553	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/backup-backup/CVE-2023-6553	8129
CVE-2024-0705	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/stripe-payments/CVE-2024-0705	8141
CVE-2024-10400	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/tutor/CVE-2024-10400	8143
CVE-2024-10516	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/swift-performance-lite/CVE-2024-10516	8127
CVE-2024-10571	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/chart-builder/CVE-2024-10571	8121
CVE-2024-10924	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/really-simple-ssl/CVE-2024-10924	8126
CVE-2024-11728	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/kivicare-clinic-management-system/CVE-2024-11728	8144
CVE-2024-11740	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/download-manager/CVE-2024-11740	8142
CVE-2024-11972	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/hunk-companion/CVE-2024-11972	8145
CVE-2024-12025	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/collapsing-categories/CVE-2024-12025	8148
CVE-2024-12209	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/wp-umbrella/CVE-2024-12209	8146
CVE-2024-12849	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/error-log-viewer/CVE-2024-12849	8147
CVE-2024-13322	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/ads-pro/CVE-2024-13322	8149
CVE-2024-13496	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/gamepress/CVE-2024-13496	8106
CVE-2024-1698	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/notificationx/CVE-2024-1698	8125
CVE-2024-2667	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/instawp-connect/CVE-2024-2667	8109
CVE-2024-2876	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/email-subscribers/CVE-2024-2876	8088
CVE-2024-30498	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/crm-perks-forms/CVE-2024-30498	8182
CVE-2024-3495	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/country-state-city-auto-dropdown/CVE-2024-3495	8180
CVE-2024-3552	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/web-directory-free/CVE-2024-3552	8179
CVE-2024-38773	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/formlift/CVE-2024-38773	8183
CVE-2024-5084	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/hash-form/CVE-2024-5084	8096
CVE-2024-5522	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/html5-video-player/CVE-2024-5522	8124
CVE-2024-6028	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/quiz-maker/CVE-2024-6028	8181
CVE-2024-6517	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/ds-cf7-math-captcha/CVE-2024-6517	8113
CVE-2024-7313	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/wp-simple-firewall/CVE-2024-7313	8100
CVE-2024-8522	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/learnpress/CVE-2024-8522	8122
CVE-2024-8852	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/all-in-one-wp-migration/CVE-2024-8852	8128
CVE-2024-9047	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/wp-file-upload/CVE-2024-9047	8123
CVE-2025-1323	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/wp-recall/CVE-2025-1323	8165
CVE-2025-13801	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/yoco-payment-gateway/CVE-2025-13801	8174
CVE-2025-14124	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/tlp-team/CVE-2025-14124	8176
CVE-2025-15403	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/custom-registration-form-builder-with-submission-manager/CVE-2025-15403	8115
CVE-2025-1661	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/woocommerce-products-filter/CVE-2025-1661	8164
CVE-2025-2010	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/jobwp/CVE-2025-2010	8171
CVE-2025-2011	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/depicter/CVE-2025-2011	8107
CVE-2025-2294	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/kubio/CVE-2025-2294	8168
CVE-2025-2539	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/file-away/CVE-2025-2539	8163
CVE-2025-2636	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/instawp-connect/CVE-2025-2636	8169
CVE-2025-3102	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/suretriggers/CVE-2025-3102	8173
CVE-2025-34077	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/pie-register/CVE-2025-34077	8166
CVE-2025-34085	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/simple-file-list/CVE-2025-34085	8172
CVE-2025-4396	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/relevanssi/CVE-2025-4396	8177
CVE-2025-47577	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/ti-woocommerce-wishlist/CVE-2025-47577	8178
CVE-2025-5287	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/posts-like-dislike/CVE-2025-5287	8161
CVE-2025-6058	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/wpbookit/CVE-2025-6058	8167
CVE-2025-69411	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/ioncube-tester-plus/CVE-2025-69411	8162
CVE-2025-6970	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/events-manager/CVE-2025-6970	8170
CVE-2025-9808	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/the-events-calendar/CVE-2025-9808	8175
CVE-2026-3018	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/newsletters-lite/CVE-2026-3018	8201
CVE-2026-5718	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/drag-and-drop-multiple-file-upload-contact-form-7/CVE-2026-5718	8114
CVE-2026-7106	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/highland-software-custom-role-manager/CVE-2026-7106	8117
CVE-2026-7252	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/wp-optimize/CVE-2026-7252	8118
CVE-2026-7284	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/easy-elements/CVE-2026-7284	8116
CVE-2026-7467	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/expand-maker/CVE-2026-7467	8119
CVE-2026-7641	/Users/zer0p0int/Desktop/wordpress漏洞环境自动化生成/vulhub-env/import-users-from-csv-with-meta/CVE-2026-7641	8120
